Year,Month,Day,Hour,Sirindhorn,BangLangDam,BhumibolDam,ChulabhornDam,KaengKrachanDam,KiridharnDam,LamTakhongJVDam,PakMunDam,RajjaprabhaDam,SirikitDam,SrinagarindDam,ThungNaDam,UbolratanaDam,VajiralongkornDam
1991,1,1,0,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,1,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,2,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,3,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,4,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,5,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,6,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,7,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,8,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,9,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,10,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,11,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,12,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,13,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,14,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,15,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,16,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,17,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,18,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,19,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,20,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,21,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,22,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,1,23,6.9,0,174.1,7.9,11.4,8.6,80.1,7.2,0,136.9,104.5,1.5,11.7,0
1991,1,2,0,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,1,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,2,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,3,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,4,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,5,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,6,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,7,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,8,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,9,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,10,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,11,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,12,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,13,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,14,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,15,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,16,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,17,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,18,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,19,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,20,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,21,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,22,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,2,23,6.8,0,173.7,7.9,11.4,8.6,79.5,6.9,0,136.7,104.5,1.4,11.7,0
1991,1,3,0,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,1,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,2,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,3,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,4,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,5,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,6,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,7,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,8,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,9,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,10,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,11,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,12,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,13,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,14,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,15,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,16,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,17,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,18,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,19,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,20,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,21,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,22,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,3,23,6.7,0,173.4,7.9,11.3,8.6,79,6.7,0,136.6,104.4,1.4,11.7,0
1991,1,4,0,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,1,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,2,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,3,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,4,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,5,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,6,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,7,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,8,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,9,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,10,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
1991,1,4,11,6.6,0,173,7.9,11.2,8.5,78.5,6.5,0,136.5,104.3,1.3,11.7,0
